filename,label
4000.mp4,0.98999995
4001.mp4,0.9495717290000001
4002.mp4,0.9859978559999999
4003.mp4,0.188100934
4004.mp4,0.044082221
4005.mp4,0.847221911
4006.mp4,0.265359491
4007.mp4,0.99000001
4008.mp4,0.013979928999999999
4009.mp4,0.122099027
4010.mp4,0.13676071199999998
4011.mp4,0.9852989320000001
4012.mp4,0.9508969190000001
4013.mp4,0.014860868999999999
4014.mp4,0.98999989
4015.mp4,0.014620138000000001
4016.mp4,0.028977158
4017.mp4,0.665425122
4018.mp4,0.836126864
4019.mp4,0.7386673690000001
4020.mp4,0.14682087300000002
4021.mp4,0.010000001
4022.mp4,0.515283406
4023.mp4,0.8203338379999999
4024.mp4,0.5792696479999999
4025.mp4,0.9352744820000001
4026.mp4,0.025369883
4027.mp4,0.97328496
4028.mp4,0.98999989
4029.mp4,0.8503565790000001
4030.mp4,0.24064303899999998
4031.mp4,0.010917666999999999
4032.mp4,0.894253552
4033.mp4,0.062453594
4034.mp4,0.9861469270000001
4035.mp4,0.935906827
4036.mp4,0.020187512
4037.mp4,0.129990891
4038.mp4,0.990000069
4039.mp4,0.015550794
4040.mp4,0.009999999
4041.mp4,0.19327116
4042.mp4,0.330922991
4043.mp4,0.013555228
4044.mp4,0.299103856
4045.mp4,0.068185173
4046.mp4,0.46340072200000004
4047.mp4,0.017825922
4048.mp4,0.011206352
4049.mp4,0.98999995
4050.mp4,0.572142661
4051.mp4,0.8473944659999999
4052.mp4,0.91932565
4053.mp4,0.03332448
4054.mp4,0.7088181379999999
4055.mp4,0.9868770240000001
4056.mp4,0.9853321909999999
4057.mp4,0.049818072000000005
4058.mp4,0.853972733
4059.mp4,0.721094072
4060.mp4,0.3095496
4061.mp4,0.9112743740000001
4062.mp4,0.33535158600000003
4063.mp4,0.167404726
4064.mp4,0.701974034
4065.mp4,0.014094313999999998
4066.mp4,0.01
4067.mp4,0.676189423
4068.mp4,0.322772771
4069.mp4,0.24820064
4070.mp4,0.269468129
4071.mp4,0.009999999
