filename,label
4000.mp4,0.736819
4001.mp4,0.746405
4002.mp4,0.461306
4003.mp4,0.785006
4004.mp4,0.273184
4005.mp4,0.728835
4006.mp4,0.697388
4007.mp4,0.588677
4008.mp4,0.491634
4009.mp4,0.602325
4010.mp4,0.509993
4011.mp4,0.669968
4012.mp4,0.558603
4013.mp4,0.505596
4014.mp4,0.421839
4015.mp4,0.703513
4016.mp4,0.457941
4017.mp4,0.563294
4018.mp4,0.7354
4019.mp4,0.372942
4020.mp4,0.787854
4021.mp4,0.789337
4022.mp4,0.591885
4023.mp4,0.698811
4024.mp4,0.755921
4025.mp4,0.784031
4026.mp4,0.505193
4027.mp4,0.759192
4028.mp4,0.611377
4029.mp4,0.46537
4030.mp4,0.364177
4031.mp4,0.33509
4032.mp4,0.808932
4033.mp4,0.636678
4034.mp4,0.750454
4035.mp4,0.241783
4036.mp4,0.51904
4037.mp4,0.650644
4038.mp4,0.575829
4039.mp4,0.464414
4040.mp4,0.358031
4041.mp4,0.743362
4042.mp4,0.538788
4043.mp4,0.375284
4044.mp4,0.420997
4045.mp4,0.649727
4046.mp4,0.529631
4047.mp4,0.622648
4048.mp4,0.8
4049.mp4,0.616532
4050.mp4,0.724749
4051.mp4,0.65783
4052.mp4,0.737034
4053.mp4,0.484976
4054.mp4,0.384274
4055.mp4,0.380152
4056.mp4,0.62541
4057.mp4,0.767693
4058.mp4,0.35834
4059.mp4,0.746712
4060.mp4,0.594344
4061.mp4,0.696718
4062.mp4,0.661892
4063.mp4,0.181903
4064.mp4,0.837453
4065.mp4,0.785621
4066.mp4,0.507149
4067.mp4,0.730917
4068.mp4,0.379385
4069.mp4,0.746654
4070.mp4,0.84848
4071.mp4,0.526883
4072.mp4,0.706909
4073.mp4,0.745447
4074.mp4,0.790694
4075.mp4,0.516072
4076.mp4,0.304586
4077.mp4,0.720125
4078.mp4,0.638804
4079.mp4,0.506835
4080.mp4,0.303676
4081.mp4,0.415864
4082.mp4,0.635748
4083.mp4,0.759557
4084.mp4,0.910537
4085.mp4,0.585762
4086.mp4,0.791717
4087.mp4,0.629146
4088.mp4,0.457631
4089.mp4,0.399851
4090.mp4,0.666168
4091.mp4,0.718059
4092.mp4,0.693486
4093.mp4,0.795082
4094.mp4,0.639233
4095.mp4,0.578606
4096.mp4,0.6709
4097.mp4,0.718151
4098.mp4,0.703009
4099.mp4,0.679739
4100.mp4,0.833785
4101.mp4,0.488573
4102.mp4,0.838044
4103.mp4,0.455749
4104.mp4,0.79174
4105.mp4,0.662402
4106.mp4,0.85934
4107.mp4,0.75781
4108.mp4,0.832104
4109.mp4,0.576799
4110.mp4,0.225636
4111.mp4,0.786948
4112.mp4,0.201009
4113.mp4,0.663946
4114.mp4,0.332526
4115.mp4,0.722993
4116.mp4,0.572931
4117.mp4,0.723256
4118.mp4,0.723346
4119.mp4,0.493609
4120.mp4,0.662387
4121.mp4,0.710444
4122.mp4,0.690574
4123.mp4,0.587008
4124.mp4,0.585022
4125.mp4,0.530476
4126.mp4,0.774086
4127.mp4,0.596493
4128.mp4,0.584943
4129.mp4,0.620954
4130.mp4,0.518426
4131.mp4,0.697943
4132.mp4,0.731773
4133.mp4,0.543189
4134.mp4,0.78817
4135.mp4,0.770212
4136.mp4,0.596897
4137.mp4,0.752723
4138.mp4,0.324186
4139.mp4,0.831495
4140.mp4,0.731648
4141.mp4,0.671546
4142.mp4,0.677394
4143.mp4,0.792441
4144.mp4,0.809789
4145.mp4,0.814928
4146.mp4,0.698272
4147.mp4,0.569967
4148.mp4,0.428734
4149.mp4,0.754994
4150.mp4,0.671905
4151.mp4,0.469857
4152.mp4,0.536769
4153.mp4,0.784883
4154.mp4,0.598153
4155.mp4,0.665875
4156.mp4,0.621431
4157.mp4,0.566534
4158.mp4,0.612001
4159.mp4,0.818238
4160.mp4,0.367335
4161.mp4,0.667279
4162.mp4,0.71562
4163.mp4,0.55682
4164.mp4,0.508338
4165.mp4,0.316521
4166.mp4,0.757231
4167.mp4,0.659918
4168.mp4,0.595816
4169.mp4,0.741641
4170.mp4,0.597501
4171.mp4,0.523651
4172.mp4,0.627142
4173.mp4,0.783773
4174.mp4,0.826559
4175.mp4,0.671499
4176.mp4,0.676899
4177.mp4,0.805356
4178.mp4,0.698511
4179.mp4,0.779071
4180.mp4,0.684131
4181.mp4,0.287961
4182.mp4,0.724646
4183.mp4,0.599193
4184.mp4,0.626055
4185.mp4,0.569701
4186.mp4,0.787822
4187.mp4,0.564099
4188.mp4,0.560477
4189.mp4,0.23433
4190.mp4,0.647991
4191.mp4,0.551948
4192.mp4,0.727704
4193.mp4,0.842432
4194.mp4,0.24101
4195.mp4,0.366329
4196.mp4,0.804214
4197.mp4,0.315948
4198.mp4,0.33257
4199.mp4,0.465133
4200.mp4,0.81874
4201.mp4,0.802582
4202.mp4,0.220427
4203.mp4,0.622081
4204.mp4,0.722488
4205.mp4,0.774343
4206.mp4,0.667381
4207.mp4,0.297896
4208.mp4,0.706643
4209.mp4,0.748618
4210.mp4,0.662973
4211.mp4,0.686061
4212.mp4,0.774914
4213.mp4,0.44381
4214.mp4,0.453219
4215.mp4,0.291586
4216.mp4,0.69714
4217.mp4,0.698039
4218.mp4,0.461173
4219.mp4,0.591035
4220.mp4,0.535381
4221.mp4,0.511833
4222.mp4,0.335895
4223.mp4,0.66464
4224.mp4,0.625312
4225.mp4,0.636041
4226.mp4,0.650674
4227.mp4,0.647398
4228.mp4,0.793863
4229.mp4,0.46709
4230.mp4,0.657482
4231.mp4,0.825019
4232.mp4,0.77969
4233.mp4,0.676291
4234.mp4,0.626405
4235.mp4,0.640978
4236.mp4,0.794934
4237.mp4,0.301626
4238.mp4,0.512343
4239.mp4,0.341959
4240.mp4,0.765628
4241.mp4,0.683651
4242.mp4,0.747402
4243.mp4,0.680023
4244.mp4,0.29375
4245.mp4,0.193295
4246.mp4,0.346878
4247.mp4,0.061785
4248.mp4,0.66166
4249.mp4,0.742002
4250.mp4,0.689816
4251.mp4,0.525032
4252.mp4,0.66378
4253.mp4,0.326364
4254.mp4,0.570476
4255.mp4,0.654126
4256.mp4,0.677192
4257.mp4,0.640535
4258.mp4,0.611582
4259.mp4,0.792805
4260.mp4,0.405992
4261.mp4,0.756456
4262.mp4,0.769118
4263.mp4,0.826816
4264.mp4,0.467794
4265.mp4,0.670142
4266.mp4,0.446684
4267.mp4,0.81106
4268.mp4,0.693003
4269.mp4,0.812243
4270.mp4,0.806731
4271.mp4,0.520968
4272.mp4,0.388405
4273.mp4,0.509727
4274.mp4,0.467469
4275.mp4,0.69612
4276.mp4,0.677076
4277.mp4,0.59626
4278.mp4,0.722489
4279.mp4,0.621148
4280.mp4,0.428133
4281.mp4,0.672202
4282.mp4,0.642919
4283.mp4,0.221074
4284.mp4,0.786628
4285.mp4,0.612638
4286.mp4,0.47546
4287.mp4,0.778345
4288.mp4,0.56346
4289.mp4,0.624562
4290.mp4,0.64505
4291.mp4,0.726589
4292.mp4,0.835543
4293.mp4,0.536963
4294.mp4,0.6639
4295.mp4,0.636222
4296.mp4,0.702481
4297.mp4,0.756419
4298.mp4,0.419768
4299.mp4,0.643566
4300.mp4,0.617472
4301.mp4,0.827161
4302.mp4,0.658424
4303.mp4,0.750604
4304.mp4,0.809026
4305.mp4,0.726562
4306.mp4,0.594586
4307.mp4,0.771127
4308.mp4,0.627166
4309.mp4,0.543553
4310.mp4,0.482274
4311.mp4,0.750754
4312.mp4,0.739133
4313.mp4,0.666266
4314.mp4,0.728216
4315.mp4,0.661821
4316.mp4,0.677078
4317.mp4,0.715612
4318.mp4,0.254932
4319.mp4,0.733452
4320.mp4,0.729404
4321.mp4,0.59714
4322.mp4,0.577165
4323.mp4,0.768873
4324.mp4,0.771367
4325.mp4,0.76218
4326.mp4,0.708841
4327.mp4,0.465932
4328.mp4,0.43249
4329.mp4,0.714823
4330.mp4,0.737566
4331.mp4,0.753383
4332.mp4,0.728604
4333.mp4,0.385526
4334.mp4,0.67578
4335.mp4,0.777727
4336.mp4,0.32946
4337.mp4,0.694043
4338.mp4,0.639785
4339.mp4,0.793695
4340.mp4,0.352561
4341.mp4,0.777281
4342.mp4,0.616474
4343.mp4,0.818146
4344.mp4,0.783237
4345.mp4,0.631271
4346.mp4,0.675078
4347.mp4,0.831997
4348.mp4,0.314947
4349.mp4,0.76871
4350.mp4,0.392104
4351.mp4,0.611743
4352.mp4,0.586883
4353.mp4,0.621081
4354.mp4,0.81985
4355.mp4,0.694475
4356.mp4,0.594116
4357.mp4,0.820785
4358.mp4,0.7319
4359.mp4,0.682729
4360.mp4,0.839338
4361.mp4,0.309952
4362.mp4,0.550203
4363.mp4,0.550755
4364.mp4,0.470195
4365.mp4,0.5555
4366.mp4,0.635649
4367.mp4,0.645915
4368.mp4,0.44899
4369.mp4,0.614936
4370.mp4,0.652845
4371.mp4,0.730493
4372.mp4,0.638323
4373.mp4,0.72501
4374.mp4,0.691875
